Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
29/05/2023 15:00:54,System.Runtime,ThreadPool Thread Count,Metric,7
29/05/2023 15:00:54,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
29/05/2023 15:00:54,System.Runtime,ThreadPool Queue Length,Metric,0
29/05/2023 15:00:54,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,3
29/05/2023 15:00:54,System.Runtime,Allocation Rate (B / 1 sec),Rate,16320
29/05/2023 15:00:54,System.Runtime,Number of Active Timers,Metric,6
29/05/2023 15:00:54,System.Runtime,GC Fragmentation (%),Metric,0
29/05/2023 15:00:54,System.Runtime,GC Committed Bytes (MB),Metric,0
29/05/2023 15:00:54,System.Runtime,Exception Count (Count / 1 sec),Rate,0
29/05/2023 15:00:54,System.Runtime,% Time in GC since last GC (%),Metric,0
